word,consensus_label,agreement,n_models
อุปราช,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.75,4
อุษา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.5,4
ฮินดู,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||ระบบความเชื่อและศาสนา||คติทางศาสนาและสิ่งศักดิ์สิทธิ์,1.0,4
เกราะลอ,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,0.5,4
เกษตรกรรม,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและระบบเศรษฐกิจ||การประกอบอาชีพและโภชนาการ,1.0,4
เกียรติศักดิ์ไทย,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,0.25,4
เขาสัตภัณฑ์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,1.0,4
เขาอังกาศ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.75,4
เขาไกรลาส,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.5,4
เขาไกลลาศ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.75,4
เขี้ยวแก้ว,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||สถาปัตยกรรมและพุทธศิลป์||ศาสนสถานและปูชนียวัตถุ,0.25,4
เข้าเฝ้า,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,0.75,4
เครื่องดนตรีตะวันตก,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,1.0,4
เครื่องดนตรีพื้นบ้าน,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,1.0,4
เครื่องดนตรีพื้นเมือง,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,1.0,4
เครื่องประกอบจังหวะ,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,1.0,4
เครื่องประดับ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.75,4
เครื่องแบบ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,1.0,4
เคลื่อนไหว,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,1.0,4
เจ้าดารารัศมี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.5,4
เจ้าที่เจ้าทาง,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,0.5,4
เจ้าพระยา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.5,4
เจ้าหญิง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม||ฐานันดรศักดิ์และระบบเครือญาติ,0.75,4
เจ้าเงาะ,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
เจ้าเซ็น,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,0.25,4
เชษฐา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||สถานภาพและลำดับชั้นทางสังคมในวรรณกรรม||ฐานันดรศักดิ์และระบบเครือญาติ,1.0,4
เชิงบันได,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||สถาปัตยกรรมและพุทธศิลป์||ศาสนสถานและปูชนียวัตถุ,1.0,4
เชิงมวย,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,0.75,4
เชียงใหม่,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,1.0,4
เดินทาง,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.75,4
เดินอากาศ,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,0.5,4
เต้นสาก,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.75,4
เถิดเทิง,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||รูปแบบการแสดงและนาฏศิลป์ท้องถิ่น,0.5,4
เทพธิดา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
เทพนิยาย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
เทพบุตร,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,1.0,4
เทพเจ้า,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||ระบบความเชื่อและศาสนา||คติทางศาสนาและสิ่งศักดิ์สิทธิ์,0.75,4
เทวดา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.75,4
เทือกเขาภูพาน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.75,4
เบญกาย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.5,4
เบิกโรง,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,0.75,4
เพทาย,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,0.5,4
เพลงกลม,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงคืนเดือนหงาย,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงงามแสงเดือน,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,0.75,4
เพลงฉิ่ง,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงชาวไทย,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงชำนาญ,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงดวงจันทร์ขวัญฟ้า,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงดวงจันทร์วันเพ็ญ,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงดอกไม้ของชาติ,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,0.75,4
เพลงบูชานักรบ,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,0.75,4
เพลงฝรั่งรำเท้า,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงฟ้อนดวงดอกไม้,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงมอญดูดาว,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงยอดชายใจหาญ,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงรำซิมารำ,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงลาวคำหอม,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงสากล,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงสำเนียงลาว,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงหญิงไทยใจงาม,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงหน้าพาทย์,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงอัตราจังหวะสองชั้น,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงเร็ว,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เพลงไทย,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
เมขลา,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.75,4
เมืองขีดขิน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.5,4
เมืองชมพู,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.5,4
เล่นน้ำ,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,0.75,4
เวที,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||พื้นที่ทางวัฒนธรรมและสถาบัน||สถานที่จัดแสดงและเขตพระราชฐาน,0.5,4
เสนียดจัญไร,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,0.75,4
เสียงดนตรี,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,1.0,4
แกล้งทำ,ศิลปะการแสดงและดนตรี||บุคลากรและทักษะทางศิลปะ||กลวิธีและสมรรถนะการแสดง,0.5,4
แก้แค้น,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.5,4
แควน้อย,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.75,4
แตกทัพ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
แต่งกายยืนเครื่องพระ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.5,4
แต่งตัว,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,1.0,4
แปลงกาย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.75,4
แปลงตัว,ศิลปะการแสดงและดนตรี||บุคลากรและทักษะทางศิลปะ||กลวิธีและสมรรถนะการแสดง,0.5,4
แผ่อิทธิพล,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,1.0,4
แมนสรวง,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,0.75,4
แม่ท่า,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,0.75,4
แม่น้ำ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,1.0,4
แม่น้ำโขง,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.75,4
แม่บท,ศิลปะการแสดงและดนตรี||นาฏยศิลป์และการแสดง||กระบวนท่ารำและจารีตการแสดง,0.75,4
แม่ฮ่องสอน,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,1.0,4
แม่ไม้มวย,ศิลปะการแสดงและดนตรี||บุคลากรและทักษะทางศิลปะ||กลวิธีและสมรรถนะการแสดง,0.5,4
แว่นแก้วสุรกานต์,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,0.5,4
แสงจันทร์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.5,4
แสงอาทิตย์,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.5,4
แหลมมลายู,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.75,4
แหล่งน้ำ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||พื้นที่ในคติความเชื่อและประวัติศาสตร์,0.5,4
โกเมน,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,1.0,4
โคมเวียน,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,0.75,4
โบราณวัตถุ,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||ประณีตศิลป์และทัศนศิลป์||งานช่างศิลปกรรมและเทคนิควิธี,0.75,4
โบราณสถาน,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||สถาปัตยกรรมและพุทธศิลป์||ศาสนสถานและปูชนียวัตถุ,0.75,4
โปงลาง,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,1.0,4
โปรตุเกส,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ภูมิศาสตร์และอาณาบริเวณ||เขตปกครองและภูมิภาค,0.75,4
โรงละครแห่งชาติ,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||พื้นที่ทางวัฒนธรรมและสถาบัน||สถานที่จัดแสดงและเขตพระราชฐาน,1.0,4
โอดิสสี,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||ตัวละครหลักและบทบาทในบทละคร,1.0,4
โอรส,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.5,4
ใบชา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและระบบเศรษฐกิจ||การประกอบอาชีพและโภชนาการ,1.0,4
ให้ร้าย,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.5,4
ได้ยิน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||วิถีชีวิตและพฤติกรรมทางสังคม||จารีตการปฏิบัติและพรรณไม้ในวิถีชีวิต,0.75,4
ไตรรงค์,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.5,4
ไทภูเขา,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,1.0,4
ไทยจักรพรรดิ์,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.5,4
ไทยจักรี,บริบทเชิงประวัติศาสตร์ ภูมิศาสตร์ และพื้นที่||ยุคสมัยและเหตุการณ์สำคัญ||ลำดับเวลาและประวัติศาสตร์การสงคราม,0.75,4
ไทยจิตรลดา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.25,4
ไทยจีน,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,1.0,4
ไทยดุสิต,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,0.5,4
ไทยทรงดำ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,0.75,4
ไทยบรมพิมาน,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.25,4
ไทยรามัญ,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||อัตลักษณ์ทางสังคมและกลุ่มคน||กลุ่มชาติพันธุ์และชุมชนท้องถิ่น,1.0,4
ไทยศิวาลัย,วรรณคดีและสิ่งมีชีวิตเชิงตำนาน||นามานุกรมและประเภทตัวละคร||เทวปกรณ์ อสูร และอมนุษย์,0.5,4
ไทยอมรินทร์,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||ระเบียบวิธีทางดนตรีและประเภทบทเพลง,0.25,4
ไทยเรือนต้น,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||สถาปัตยกรรมและพุทธศิลป์||ศาสนสถานและปูชนียวัตถุ,0.5,4
ไพฑูรย์,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,0.5,4
ไพร่พล,กลุ่มชาติพันธุ์ ชุมชน และวิถีชีวิต||โครงสร้างสังคมและบุคคลสำคัญ||ฐานันดรศักดิ์และบทบาททางสังคม,0.5,4
ไฟไหม้,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||คติความเชื่อและไสยศาสตร์||การขจัดปัดเป่าและอำนาจเหนือธรรมชาติ,0.5,4
ไม้ยาว,ศิลปะการแสดงและดนตรี||ดุริยางคศิลป์และคีตศิลป์||เครื่องดนตรีและวงดนตรี,0.5,4
ไม้สั้น,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||พัสตราภรณ์และเครื่องแต่งกาย||ระเบียบการแต่งกายและอาวุธจำลอง,0.75,4
ไส้กะลา,วัฒนธรรมวัตถุ ศิลปกรรม และงานช่าง||วัสดุและอัญมณี||วัสดุธรรมชาติและรัตนชาติ,0.5,4
ไหว้ครู,พิธีกรรม ความเชื่อ และจารีตวัฒนธรรม||จารีตประเพณีและพิธีกรรม||พิธีการสำคัญและจารีตทางสังคม,1.0,4
